Frame,MSE_KF,Avg_MSE_KF,MSE_P0,Avg_MSE_P0,MSE_P1,Avg_MSE_P1,MSE_P2,Avg_MSE_P2,MSE_P3,Avg_MSE_P3,MSE_P4,Avg_MSE_P4,MSE_P5,Avg_MSE_P5,MSE_P6,Avg_MSE_P6,MSE_P7,Avg_MSE_P7,MSE_P8,Avg_MSE_P8,MSE_P9,Avg_MSE_P9,MSE_P10,Avg_MSE_P10,MSE_P11,Avg_MSE_P11,MSE_P12,Avg_MSE_P12,MSE_P13,Avg_MSE_P13,MSE_P14,Avg_MSE_P14,MSE_P15,Avg_MSE_P15
157,17.9481,17.0140,16.1397,19.9035,23.0440,20.7562,31.5013,22.7476,17.8130,19.3638,21.0999,20.2678,17.6020,20.2961,16.7773,19.3256,31.2841,21.3079,17.6708,19.4643,16.3261,19.4103,22.1022,20.5251,31.4690,22.2358,17.4030,19.2521,17.5005,20.2289,16.6189,19.6108,15.9297,19.6202
158,17.4664,17.0168,17.7983,19.8902,23.3088,20.7724,32.1703,22.8072,18.7171,19.3597,22.2288,20.2802,20.5865,20.2979,18.4415,19.3200,32.3082,21.3776,19.2921,19.4633,17.5446,19.3985,22.9746,20.5406,32.1597,22.2987,18.6642,19.2484,19.4393,20.2239,19.0434,19.6073,17.3974,19.6062
159,17.5911,17.0205,19.2128,19.8859,23.5160,20.7896,33.0061,22.8714,18.6044,19.3549,21.6692,20.2890,19.9338,20.2956,18.9464,19.3176,26.8994,21.4123,19.5642,19.4639,17.7634,19.3882,23.1778,20.5572,33.0055,22.3660,18.7020,19.2449,20.5512,20.2260,19.5211,19.6067,18.4618,19.5990
160,17.9946,17.0265,16.7954,19.8666,24.1110,20.8104,34.5828,22.9446,18.5370,19.3498,21.0442,20.2937,17.5971,20.2788,17.0729,19.3036,28.4597,21.4563,17.3446,19.4506,16.9320,19.3729,22.2154,20.5676,33.2734,22.4342,17.7437,19.2355,19.0897,20.2189,17.0620,19.5908,16.5443,19.5799
161,17.5465,17.0298,18.9727,19.8610,22.7911,20.8227,31.1899,22.9958,18.6845,19.3457,22.0751,20.3047,20.3676,20.2793,19.4751,19.3047,22.5392,21.4631,20.1415,19.4549,18.5645,19.3679,23.2165,20.5840,29.2017,22.4762,19.3634,19.2363,18.9963,20.2113,18.7771,19.5858,18.5395,19.5734
162,22.8556,17.0657,24.7459,19.8912,26.9307,20.8604,26.6164,23.0182,22.8963,19.3676,26.1842,20.3410,25.9229,20.3141,23.7011,19.3318,27.8300,21.5024,24.3721,19.4853,23.8214,19.3954,26.8827,20.6229,27.7632,22.5088,23.0328,19.2598,25.7287,20.2454,24.5615,19.6165,24.3287,19.6028
163,21.1293,17.0907,21.3557,19.9002,27.4209,20.9006,28.0451,23.0490,21.3454,19.3797,23.2636,20.3590,22.4303,20.3271,21.6204,19.3459,27.9820,21.5421,21.2309,19.4960,21.0124,19.4053,25.6497,20.6537,27.1967,22.5376,21.6271,19.2743,22.8031,20.2611,21.0730,19.6254,20.7372,19.6097
164,19.9827,17.1083,23.8734,19.9244,25.6916,20.9299,28.9284,23.0848,22.6953,19.3999,24.9076,20.3867,25.0640,20.3560,23.1559,19.3691,26.8709,21.5746,23.2147,19.5187,23.3037,19.4291,24.8013,20.6790,26.9876,22.5647,23.2628,19.2986,24.9715,20.2898,23.5463,19.6493,23.5357,19.6337
165,24.5334,17.1533,25.6693,19.9592,29.8344,20.9838,26.6762,23.1066,22.9784,19.4216,28.5298,20.4361,25.7307,20.3886,25.2359,19.4047,28.4184,21.6161,25.5061,19.5550,25.2017,19.4640,31.1115,20.7422,28.5599,22.6011,24.5184,19.3302,26.2164,20.3257,25.5760,19.6852,25.4253,19.6688
166,24.5450,17.1978,25.7394,19.9940,30.0177,21.0382,26.8293,23.1290,23.0135,19.4433,28.6453,20.4855,25.8286,20.4214,25.2793,19.4400,28.5895,21.6581,25.5557,19.5911,25.2492,19.4989,31.2648,20.8056,28.6952,22.6378,24.5588,19.3617,26.3236,20.3618,25.6366,19.7211,25.4839,19.7038
167,25.9967,17.2505,27.1796,20.0371,31.3575,21.1000,28.1506,23.1591,24.3430,19.4726,30.1824,20.5436,27.2261,20.4621,26.7319,19.4837,29.9859,21.7080,27.0090,19.6355,26.7088,19.5421,32.9001,20.8781,30.2253,22.6832,25.9625,19.4013,27.7332,20.4060,27.0853,19.7652,26.9365,19.7471
168,29.9560,17.3262,31.4233,20.1048,36.9958,21.1946,32.7366,23.2161,27.7707,19.5220,35.3238,20.6316,31.5073,20.5278,30.7679,19.5509,35.2221,21.7884,31.2590,19.7047,30.8183,19.6092,38.7503,20.9844,35.4294,22.7591,29.7684,19.4630,32.1528,20.4759,31.3070,19.8339,31.1028,19.8147
169,8.5256,17.2741,10.5825,20.0485,13.9093,21.1515,19.9655,23.1969,11.9510,19.4772,10.9818,20.5745,10.7467,20.4700,11.2968,19.5020,14.0438,21.7426,10.5255,19.6504,11.3952,19.5606,10.9403,20.9250,18.5096,22.7339,11.6473,19.4167,10.6070,20.4175,10.5371,19.7789,11.0955,19.7631
170,6.8768,17.2129,10.8264,19.9942,9.7253,21.0843,17.2404,23.1618,10.3565,19.4235,9.7983,20.5111,8.7151,20.4008,10.3551,19.4482,9.4450,21.6702,10.0071,19.5937,10.3557,19.5064,8.8749,20.8541,14.0176,22.6827,10.3555,19.3634,8.8909,20.3497,10.5942,19.7248,10.5519,19.7089
171,6.0344,17.1475,9.6961,19.9340,8.8405,21.0127,17.0253,23.1260,9.1201,19.3633,10.8942,20.4548,10.7266,20.3442,9.5216,19.3902,9.6651,21.6000,10.3790,19.5398,9.5682,19.4483,9.8674,20.7899,12.9748,22.6259,9.2735,19.3044,12.3019,20.3026,9.8355,19.6670,9.6614,19.6502
172,5.2291,17.0783,10.2151,19.8775,7.2643,20.9328,22.2235,23.1207,9.5945,19.3065,11.0814,20.4003,10.2309,20.2855,9.5856,19.3332,12.5217,21.5472,9.9529,19.4841,9.1285,19.3883,7.8636,20.7147,18.8716,22.6041,9.4410,19.2471,10.6402,20.2464,10.2193,19.6121,9.6879,19.5923
173,6.5100,17.0172,10.8213,19.8252,15.3224,20.9004,26.8586,23.1423,11.5104,19.2614,14.4837,20.3661,11.9984,20.2375,10.9709,19.2848,18.1950,21.5279,10.9686,19.4348,10.8752,19.3391,14.4663,20.6786,21.2298,22.5961,11.2367,19.2008,12.9456,20.2042,10.8944,19.5617,10.8119,19.5415
174,8.3895,16.9676,12.2312,19.7815,15.5128,20.8694,23.8583,23.1464,12.1436,19.2205,15.4892,20.3381,12.8663,20.1952,12.1681,19.2439,14.0743,21.4850,13.4288,19.4003,12.1437,19.2978,15.5608,20.6492,18.1271,22.5704,12.1456,19.1602,14.0845,20.1691,12.5995,19.5217,12.1468,19.4990
175,13.4858,16.9477,22.9946,19.7999,23.2621,20.8831,26.5978,23.1661,22.7118,19.2405,24.2828,20.3606,21.9386,20.2051,23.4003,19.2677,23.3567,21.4957,24.0478,19.4269,22.7870,19.3177,24.2649,20.6699,24.4491,22.5812,23.3441,19.1841,22.7160,20.1836,23.6402,19.5452,22.8432,19.5181
176,16.8187,16.9469,18.0520,19.7900,21.2830,20.8853,26.7463,23.1865,17.2975,19.2294,19.9932,20.3586,19.9774,20.2039,16.9466,19.2545,22.6179,21.5021,17.9030,19.4182,17.5751,19.3078,20.6245,20.6696,23.1496,22.5844,16.7094,19.1701,19.8000,20.1814,17.9561,19.5362,18.0547,19.5098
177,14.2720,16.9318,16.2282,19.7698,20.2756,20.8819,17.6158,23.1550,16.0241,19.2113,19.5408,20.3539,16.2476,20.1815,16.2606,19.2376,18.3817,21.4845,16.2680,19.4004,16.2355,19.2904,20.0824,20.6663,19.5251,22.5671,16.0649,19.1525,15.4369,20.1546,16.2716,19.5177,16.2309,19.4913
178,16.1364,16.9274,18.5335,19.7629,24.4716,20.9021,23.9103,23.1593,18.5767,19.2078,24.3248,20.3762,19.5122,20.1777,18.3831,19.2328,25.3528,21.5062,18.5338,19.3955,17.8889,19.2826,25.9362,20.6959,25.8071,22.5853,18.6124,19.1495,21.4680,20.1620,18.2762,19.5108,17.8446,19.4820
179,17.5370,16.9308,18.9666,19.7584,27.8357,20.9408,27.4480,23.1832,16.8124,19.1944,21.5994,20.3831,20.3197,20.1785,17.1992,19.2214,28.5992,21.5458,17.8990,19.3872,17.1057,19.2704,26.5396,20.7285,23.1513,22.5885,16.9781,19.1374,20.7858,20.1655,18.4038,19.5046,18.1685,19.4747
180,15.7464,16.9242,17.0791,19.7436,27.4090,20.9767,24.8498,23.1925,15.2113,19.1723,22.3998,20.3943,18.9725,20.1718,15.5468,19.2010,27.5237,21.5790,16.1883,19.3694,15.7575,19.2509,25.6344,20.7558,24.0359,22.5965,15.3165,19.1161,19.6126,20.1624,16.7754,19.4894,16.1355,19.4561
181,14.9491,16.9133,17.2656,19.7299,22.2859,20.9840,24.0556,23.1972,14.6924,19.1475,18.8419,20.3857,17.0465,20.1546,15.6164,19.1812,24.2097,21.5936,16.7656,19.3550,16.0099,19.2330,21.1089,20.7577,22.4641,22.5958,15.3133,19.0951,17.8082,20.1494,17.1587,19.4765,16.5204,19.4399
182,15.6904,16.9066,20.6974,19.7352,22.3228,20.9913,23.6311,23.1996,19.8540,19.1514,21.6140,20.3925,20.9394,20.1589,21.0106,19.1913,22.7145,21.5997,21.0630,19.3644,21.0610,19.2430,22.2113,20.7657,23.1913,22.5991,19.9646,19.0999,20.9683,20.1539,20.9950,19.4849,21.0596,19.4488
183,16.8036,16.9060,15.9158,19.7143,22.1116,20.9974,23.2592,23.2000,15.3660,19.1307,18.6464,20.3829,17.2747,20.1431,15.4419,19.1708,23.1521,21.6082,15.4715,19.3431,15.5221,19.2227,21.5273,20.7699,21.3815,22.5924,15.3988,19.0797,16.9088,20.1362,15.5644,19.4635,15.5998,19.4278
184,15.1540,16.8965,16.2179,19.6953,21.9549,21.0026,22.0823,23.1939,14.3562,19.1047,19.2416,20.3767,18.1889,20.1325,14.5872,19.1459,21.5636,21.6080,15.5891,19.3227,15.6641,19.2034,20.0497,20.7660,21.4960,22.5864,14.3904,19.0542,16.7663,20.1179,15.8676,19.4439,16.2061,19.4103
185,16.6651,16.8952,21.6645,19.7059,24.1888,21.0199,23.6167,23.1962,19.6407,19.1076,24.2069,20.3974,23.2522,20.1494,19.9773,19.1504,24.1138,21.6215,21.6778,19.3355,20.2128,19.2088,24.5056,20.7862,24.1355,22.5948,19.6519,19.0574,22.5941,20.1313,21.7785,19.4565,21.4483,19.4213
